,Unnamed: 0,surname,firstname,music,nationality,birth,death,youtube_title,youtube_id,similarity,piano_solo_prob,audio_name,audio_duration,giant_midi_piano,split,surname_in_youtube_title,fullname,era
3518,77926,Liszt,Franz,"Années de pèlerinage I, S.160",Hungarian,1811,1886,"Liszt - Années de pèlerinage. Première année: Suisse, S. 160 [André Laplante]",Aj2gFk0FoKo,0.8571428571428571,0.80144006,"Liszt, Franz, Années de pèlerinage I, S.160, Aj2gFk0FoKo",2939.61746875,1.0,test,1.0,Franz Liszt,Romantic
3520,77928,Liszt,Franz,"Années de pèlerinage II, Supplément, S.162",Hungarian,1811,1886,"Franz Liszt ‒ Venezia e Napoli, Années de pèlerinage II, Supplément, S.162",kK35x1FkqKk,1.0,0.8398416,"Liszt, Franz, Années de pèlerinage II, Supplément, S.162, kK35x1FkqKk",980.20946875,1.0,train,1.0,Franz Liszt,Romantic
3524,77932,Liszt,Franz,"Aus Lohengrin, S.446",Hungarian,1811,1886,"Aus Lohengrin, S.446: III. Lohengrins Verweis an Elsa",x-l_lG9MQvk,0.8,0.94321287,"Liszt, Franz, Aus Lohengrin, S.446, x-l_lG9MQvk",237.70946875,1.0,train,0.0,Franz Liszt,Romantic
3525,77933,Liszt,Franz,"Ave Maria (Die Glocken von Rom), S.182",Hungarian,1811,1886,"Franz Liszt - Ave Maria (Die Glocken von Rom), S.182 (Richter)",C6KnuGjvfGM,1.0,0.92192256,"Liszt, Franz, Ave Maria (Die Glocken von Rom), S.182, C6KnuGjvfGM",335.62946875,1.0,train,1.0,Franz Liszt,Romantic
3526,77934,Liszt,Franz,"Ave Maria d'Arcadelt, S.183/2",Hungarian,1811,1886,"Ave Maria d'Arcadelt, S. 183/2",WVdAIGPd5oQ,0.875,0.9590391,"Liszt, Franz, Ave Maria d'Arcadelt, S.183_2, WVdAIGPd5oQ",332.10146875,1.0,train,0.0,Franz Liszt,Romantic
3534,77942,Liszt,Franz,"Ballade aus dem Fliegenden Holländer, S.441",Hungarian,1811,1886,"Wagner/Liszt - Ballade aus ""Der fliegende Holländer"", S.441",qnpgMTdWgj0,0.75,0.7375596,"Liszt, Franz, Ballade aus dem Fliegenden Holländer, S.441, qnpgMTdWgj0",351.07346875,1.0,train,1.0,Franz Liszt,Romantic
3535,77943,Liszt,Franz,"Ballade No.1, S.170",Hungarian,1811,1886,"Franz Liszt - Ballade No. 1 in D-flat major, S. 170 - Daiki Kato",fjOJjut6-x4,1.0,0.90847594,"Liszt, Franz, Ballade No.1, S.170, fjOJjut6-x4",480.52946875,1.0,train,1.0,Franz Liszt,Romantic
3536,77944,Liszt,Franz,"Ballade No.2, S.171",Hungarian,1811,1886,Claudio Arrau - F. Liszt Ballade no.2 S.171 B minor,4bRTrDbPw8s,1.0,0.7906377,"Liszt, Franz, Ballade No.2, S.171, 4bRTrDbPw8s",764.28146875,1.0,train,1.0,Franz Liszt,Romantic
3537,77945,Liszt,Franz,"Bénédiction et serment, S.396",Hungarian,1811,1886,"Bénédiction et serment, S. 396 (2 Motifs de Benevenuto Cellini) (After H. Berlioz)",jonxIx3KEpI,0.8333333333333334,0.79883486,"Liszt, Franz, Bénédiction et serment, S.396, jonxIx3KEpI",453.70946875,1.0,train,0.0,Franz Liszt,Romantic
3542,77950,Liszt,Franz,"Buch der Lieder I, S.531",Hungarian,1811,1886,"Buch der Lieder I, S. 531: No. 1, Die Lorelei (Arr. for Piano Solo)",ds8qzdh9_Jg,0.8571428571428571,0.92220926,"Liszt, Franz, Buch der Lieder I, S.531, ds8qzdh9_Jg",608.04146875,1.0,validation,0.0,Franz Liszt,Romantic
3543,77951,Liszt,Franz,"Buch der Lieder II, S.535–540",Hungarian,1811,1886,"II. Buch der Lieder für Piano allein Vol. 2: No. 2 Comment, disalent-ils S. 535",c4T2umKzhPo,0.75,0.9256855,"Liszt, Franz, Buch der Lieder II, S.535–540, c4T2umKzhPo",132.51746875,1.0,test,0.0,Franz Liszt,Romantic
3548,77956,Liszt,Franz,"Capriccio alla turca sur des motifs de Beethoven, S.388",Hungarian,1811,1886,"Liszt - Capriccio alla turca sur des motifs de Beethoven, S388 (Yoo)",sW5J3bVEmW8,0.8181818181818182,0.6908841,"Liszt, Franz, Capriccio alla turca sur des motifs de Beethoven, S.388, sW5J3bVEmW8",548.85746875,1.0,train,1.0,Franz Liszt,Romantic
3558,77966,Liszt,Franz,"Christus ist geboren, S.32",Hungarian,1811,1886,"Liszt - Weihnachtslied 'Christus ist geboren', S502 (Thomson)",oPW7zUw9qlY,0.6666666666666666,0.79382986,"Liszt, Franz, Christus ist geboren, S.32, oPW7zUw9qlY",49.75346875,1.0,train,1.0,Franz Liszt,Romantic
3563,77971,Liszt,Franz,"Concerto pathétique, S.258",Hungarian,1811,1886,Franz Liszt - Concerto pathétique S. 258 (VIDEO REQUEST),VkZPzfwL0xw,1.0,0.57846135,"Liszt, Franz, Concerto pathétique, S.258, VkZPzfwL0xw",1132.05746875,1.0,train,1.0,Franz Liszt,Romantic
3564,77972,Liszt,Franz,"Consolations, S.172",Hungarian,1811,1886,"Liszt: Six Consolations, S.172 (Zilberstein)",sUDqX4AZL7w,1.0,0.94119173,"Liszt, Franz, Consolations, S.172, sUDqX4AZL7w",1093.06946875,1.0,train,1.0,Franz Liszt,Romantic
3567,77975,Liszt,Franz,"Csárdás macabre, S.224",Hungarian,1811,1886,Franz Liszt - Csárdás macabre S. 224 (audio + sheet music),EKbyQfSxGS8,1.0,0.5231221,"Liszt, Franz, Csárdás macabre, S.224, EKbyQfSxGS8",419.04146875,1.0,train,1.0,Franz Liszt,Romantic
3568,77976,Liszt,Franz,"2 Csárdás, S.225",Hungarian,1811,1886,"2 Csárdás, S. 225",P8ma7ZfGFq0,0.8571428571428571,0.87933785,"Liszt, Franz, 2 Csárdás, S.225, P8ma7ZfGFq0",196.88546875,1.0,train,0.0,Franz Liszt,Romantic
3569,77977,Liszt,Franz,"Danse Macabre, S.555",Hungarian,1811,1886,"Saint-Saëns / Liszt: Danse Macabre, Op.40/S.555 (Cohen)",sSIyW9MfD60,1.0,0.58979195,"Liszt, Franz, Danse Macabre, S.555, sSIyW9MfD60",615.85346875,1.0,train,1.0,Franz Liszt,Romantic
3571,77979,Liszt,Franz,"Danza sacra e duetto finale d'Aida, S.436",Hungarian,1811,1886,"Liszt: Aida di Verdi – Danza Sacra e Duetto Finale, S436 (Avdeeva)",6d_E09OwVe0,0.7,0.8809833,"Liszt, Franz, Danza sacra e duetto finale d'Aida, S.436, 6d_E09OwVe0",727.45346875,1.0,train,1.0,Franz Liszt,Romantic
3572,77980,Liszt,Franz,"Dem Andenken Petöfis, S.195",Hungarian,1811,1886,"Dem Andenken Petöfis, S. 195",XfmHXk5riUM,0.8333333333333334,0.8596865,"Liszt, Franz, Dem Andenken Petöfis, S.195, XfmHXk5riUM",241.16546875,1.0,validation,0.0,Franz Liszt,Romantic
3581,77989,Liszt,Franz,"Der du von dem Himmel bist, S.279",Hungarian,1811,1886,"Liszt, Der du von dem Himmel bist, S. 279 (third version, 1860), with subtitles",6WuZqSqlSwE,1.0,0.5082741,"Liszt, Franz, Der du von dem Himmel bist, S.279, 6WuZqSqlSwE",290.12546875,1.0,test,1.0,Franz Liszt,Romantic
3586,77994,Liszt,Franz,"Élégie sur des motifs du Prince Louis Ferdinand de Prusse, S.168",Hungarian,1811,1886,"Elegie sur des motifs du Prince Louis Ferdinand de Prusse, S. 168/R. 75",th8ayPGtIfg,0.8461538461538461,0.9317909,"Liszt, Franz, Élégie sur des motifs du Prince Louis Ferdinand de Prusse, S.168, th8ayPGtIfg",433.00946875,1.0,train,0.0,Franz Liszt,Romantic
3588,77996,Liszt,Franz,"Elegy No.2, S.197",Hungarian,1811,1886,"Franz Liszt - Elegy No. 2, S.197 - Cyprien Katsaris Piano",AA6llZlZkuw,1.0,0.8107752,"Liszt, Franz, Elegy No.2, S.197, AA6llZlZkuw",300.06146875,1.0,train,1.0,Franz Liszt,Romantic
3589,77997,Liszt,Franz,"En rêve, S.207",Hungarian,1811,1886,"Liszt - En rêve: Nocturne, S. 207 (1885) [André Laplante]",YMm3b4U3ggY,1.0,0.9161177,"Liszt, Franz, En rêve, S.207, YMm3b4U3ggY",142.77746875,1.0,train,1.0,Franz Liszt,Romantic
3591,77999,Liszt,Franz,"2 Episoden aus Lenau's Faust, S.110",Hungarian,1811,1886,"2 Episoden aus Lenaus Faust, S. 110: No. 1, Der nächtliche Zug (Arr. R. Freund for Piano)",5t7SdyXrLpU,0.7777777777777778,0.9462623,"Liszt, Franz, 2 Episoden aus Lenau's Faust, S.110, 5t7SdyXrLpU",867.02546875,1.0,train,0.0,Franz Liszt,Romantic
3596,78004,Liszt,Franz,"Étude en douze exercices, S.136",Hungarian,1811,1886,"Sejin Yoon : Liszt - Etude en douze Exercices, S.136 [Complete] (윤세진)",hXpjNjpZNRs,0.8571428571428571,0.7691104,"Liszt, Franz, Étude en douze exercices, S.136, hXpjNjpZNRs",1514.34146875,1.0,train,1.0,Franz Liszt,Romantic
3597,78005,Liszt,Franz,"Études d'exécution transcendante d'après Paganini, S.140",Hungarian,1811,1886,"Franz Liszt: Études d'exécution transcendante d'après Paganini, S.140 No. 3",LNTJyUeEL-c,1.0,0.95752716,"Liszt, Franz, Études d'exécution transcendante d'après Paganini, S.140, LNTJyUeEL-c",280.04546875,1.0,train,1.0,Franz Liszt,Romantic
3598,78006,Liszt,Franz,"Études d'exécution transcendante, S.139",Hungarian,1811,1886,"Liszt: 12 Etudes d'exécution transcendante, S.139 - No.4 Mazeppa (Presto)",xBe_LKngwys,0.8571428571428571,0.6699114,"Liszt, Franz, Études d'exécution transcendante, S.139, xBe_LKngwys",488.19746875,1.0,train,1.0,Franz Liszt,Romantic
3599,78007,Liszt,Franz,"3 Études de concert, S.144",Hungarian,1811,1886,Franz Liszt - 3 Etudes de concert S. 144 (LISZT'S 204TH BIRTHDAY TRIBUTE),4RCS99LVsls,0.8571428571428571,0.777763,"Liszt, Franz, 3 Études de concert, S.144, 4RCS99LVsls",1365.04946875,1.0,train,1.0,Franz Liszt,Romantic
3600,78008,Liszt,Franz,"Fantaisie romantique sur deux mélodies suisses, S.157",Hungarian,1811,1886,"Fantaisie romantique sur deux mélodies suisses, S.157 (Liszt) - Sheet Music",QSmZJ85MNZY,1.0,0.80078375,"Liszt, Franz, Fantaisie romantique sur deux mélodies suisses, S.157, QSmZJ85MNZY",1151.82146875,1.0,validation,1.0,Franz Liszt,Romantic
3601,78009,Liszt,Franz,"Fantaisie sur des motifs de La pastorella dell'Alpi e Li marinari des Soirées musicales, S.423",Hungarian,1811,1886,"Rossini - La pastorella dell'Alpi e Li marinari, 2me fantaisie sur des motifs Soirees...",ZpUhQtnbd_o,0.6666666666666666,0.6084169,"Liszt, Franz, Fantaisie sur des motifs de La pastorella dell'Alpi e Li marinari des Soirées musicales, S.423, ZpUhQtnbd_o",753.94946875,1.0,test,0.0,Franz Liszt,Romantic
3602,78010,Liszt,Franz,"Fantaisie sur des motifs favoris de l'opéra 'La sonnambula', S.393",Hungarian,1811,1886,"Liszt - Fantaisie sur des motifs favoris de l'opéra 'La sonnambula', S393i (Han Chen)",ZmXyqtPxBSs,0.8461538461538461,0.51918495,"Liszt, Franz, Fantaisie sur des motifs favoris de l'opéra 'La sonnambula', S.393, ZmXyqtPxBSs",747.75746875,1.0,train,1.0,Franz Liszt,Romantic
3603,78011,Liszt,Franz,"Fantaisie sur l'opéra hongroise Szép Ilonka, S.417",Hungarian,1811,1886,"Liszt - Fantaisie sur l'opéra hongroise Szép Ilonka, S417 (Buccio)",UN9uOL5EUCg,0.8,0.6505265,"Liszt, Franz, Fantaisie sur l'opéra hongroise Szép Ilonka, S.417, UN9uOL5EUCg",326.16146875,1.0,train,1.0,Franz Liszt,Romantic
3605,78013,Liszt,Franz,"Fantasie über Themen aus Mozarts Figaro und Don Giovanni, S.697",Hungarian,1811,1886,"Liszt - Fantasie über Themen aus Mozarts Figaro und Don Giovanni, S697 (Batsashvili)",ZVevtrU8Oik,0.8333333333333334,0.673282,"Liszt, Franz, Fantasie über Themen aus Mozarts Figaro und Don Giovanni, S.697, ZVevtrU8Oik",1223.10146875,1.0,train,1.0,Franz Liszt,Romantic
3608,78016,Liszt,Franz,"Faribolo Pasteur, S.236/1",Hungarian,1811,1886,"Liszt - Faribolo pasteur, S236/1 (Gugnin)",RMhAjvhwjnw,0.6666666666666666,0.8891883,"Liszt, Franz, Faribolo Pasteur, S.236_1, RMhAjvhwjnw",330.76946875,1.0,train,1.0,Franz Liszt,Romantic
3610,78018,Liszt,Franz,"Feierlicher Marsch zum heiligen Gral aus Parsifal, S.450",Hungarian,1811,1886,"Wagner/Liszt - Feierlicher Marsch zum heiligen Graal aus ""Parsifal"", S.450 1/2",1Y-xxhBia0s,0.9,0.8421087,"Liszt, Franz, Feierlicher Marsch zum heiligen Gral aus Parsifal, S.450, 1Y-xxhBia0s",556.02146875,1.0,train,1.0,Franz Liszt,Romantic
3613,78021,Liszt,Franz,"Festmarsch nach Motiven von E.H.z.S.-C.-G., S.116",Hungarian,1811,1886,"Festmarsch nach Motiven von E.H.z.S.-C.-G., S. 522",2U3rziH28X0,0.8461538461538461,0.5565436,"Liszt, Franz, Festmarsch nach Motiven von E.H.z.S.-C.-G., S.116, 2U3rziH28X0",380.66546875,1.0,train,0.0,Franz Liszt,Romantic
3616,78024,Liszt,Franz,"Festpolonaise, S.230a",Hungarian,1811,1886,"Franz Liszt: Fest-Polonaise, S 230a",VdSxlzB8MDw,0.75,0.5725752,"Liszt, Franz, Festpolonaise, S.230a, VdSxlzB8MDw",235.69346875,1.0,train,1.0,Franz Liszt,Romantic
3618,78026,Liszt,Franz,"Feuilles d'album, S.165",Hungarian,1811,1886,"Franz Liszt: Feuilles d'Album in A flat major, S.165 (R.62) (audio + sheet music) [Thurzó]",z67xVgqA8jM,1.0,0.85986465,"Liszt, Franz, Feuilles d'album, S.165, z67xVgqA8jM",157.71746875,1.0,train,1.0,Franz Liszt,Romantic
3620,78028,Liszt,Franz,"Franz Schuberts geistliche Lieder, S.562",Hungarian,1811,1886,"Franz Schuberts geistliche Lieder, S. 562/R. 247: No. 2, Himmelsfunken",4E9Nr3NVzdE,0.8571428571428571,0.9638615,"Liszt, Franz, Franz Schuberts geistliche Lieder, S.562, 4E9Nr3NVzdE",224.82146875,1.0,validation,0.0,Franz Liszt,Romantic
3623,78031,Liszt,Franz,"Galop de bal, S.220",Hungarian,1811,1886,Franz Liszt - Galop de bal S. 220 (audio + sheet music),xowGECqRvCg,1.0,0.69237185,"Liszt, Franz, Galop de bal, S.220, xowGECqRvCg",79.09346875,1.0,test,1.0,Franz Liszt,Romantic
3626,78034,Liszt,Franz,"Gaudeamus igitur, S.240",Hungarian,1811,1886,"Gaudeamus Igitur - Paraphrase, S.240 (first version) - Franz Liszt",1V1apbqSq20,1.0,0.82057273,"Liszt, Franz, Gaudeamus igitur, S.240, 1V1apbqSq20",501.44546875,1.0,train,1.0,Franz Liszt,Romantic
3627,78035,Liszt,Franz,"Gaudeamus igitur, S71a",Hungarian,1811,1886,Franz Liszt - Gaudeamus Igitur Humoreske S.509,sHmxGlXuWmU,0.75,0.77975947,"Liszt, Franz, Gaudeamus igitur, S71a, sHmxGlXuWmU",504.93746875,1.0,train,1.0,Franz Liszt,Romantic
3631,78039,Liszt,Franz,"Glanes de Woronince, S.249",Hungarian,1811,1886,"Liszt - Glanes de Woronince, S249 (Mikulska)",3M0oe9QDtJM,0.6666666666666666,0.92769724,"Liszt, Franz, Glanes de Woronince, S.249, 3M0oe9QDtJM",1127.66546875,1.0,train,1.0,Franz Liszt,Romantic
3635,78043,Liszt,Franz,"God Save the Queen, S.235",Hungarian,1811,1886,Liszt (arr) : Variations on God Save The Queen,zxoS6zZZUkc,0.7142857142857143,0.7816548,"Liszt, Franz, God Save the Queen, S.235, zxoS6zZZUkc",312.87746875,1.0,train,1.0,Franz Liszt,Romantic
3637,78045,Liszt,Franz,"Grand galop chromatique, S.219",Hungarian,1811,1886,"Grand Galop chromatique in E-Flat Major, S. 219",ANEBjgNnq7o,0.8333333333333334,0.6957164,"Liszt, Franz, Grand galop chromatique, S.219, ANEBjgNnq7o",238.42946875,1.0,train,0.0,Franz Liszt,Romantic
3640,78048,Liszt,Franz,"Grande fantaisie sur des motifs de Niobe, S.419",Hungarian,1811,1886,Grande fantaisie sur des motifs de Niobe S.419 - Franz Liszt // Giovanni Pacini | ~Synthesia~,u4VLabkCX0E,1.0,0.6804149,"Liszt, Franz, Grande fantaisie sur des motifs de Niobe, S.419, u4VLabkCX0E",661.64546875,1.0,train,1.0,Franz Liszt,Romantic
3641,78049,Liszt,Franz,"Grande fantaisie sur la tyrolienne de l'opéra La fiancée de Auber, S.385",Hungarian,1811,1886,"Grande fantaisie sur ""La tyrolienne"" de l'opéra ""La fiancée"", S. 385 (1842 Version) (After Auber)",hbIiHM3qSMQ,0.9333333333333332,0.6111469,"Liszt, Franz, Grande fantaisie sur la tyrolienne de l'opéra La fiancée de Auber, S.385, hbIiHM3qSMQ",759.70946875,1.0,train,0.0,Franz Liszt,Romantic
3642,78050,Liszt,Franz,"Grande paraphrase de la Marche pour le Sultan Abdul-Medjid Khan, S.403",Hungarian,1811,1886,Grande paraphrase de la marche de Donizetti composee pour Sa Majeste le sultan Abdul...,GExJGk3pHb8,0.6428571428571429,0.875365,"Liszt, Franz, Grande paraphrase de la Marche pour le Sultan Abdul-Medjid Khan, S.403, GExJGk3pHb8",483.62546875,1.0,train,0.0,Franz Liszt,Romantic
3643,78051,Liszt,Franz,"Grande valse di bravura, S.209",Hungarian,1811,1886,"Grande valse di bravura, S.209 (Liszt)",vVQ2UEse-MI,1.0,0.9219366,"Liszt, Franz, Grande valse di bravura, S.209, vVQ2UEse-MI",389.26946875,1.0,validation,1.0,Franz Liszt,Romantic
3644,78052,Liszt,Franz,"Grandes études de Paganini, S.141",Hungarian,1811,1886,"Liszt: Grandes études de Paganini, S.141 (Trifonov)",sJqQ3CCl5jQ,1.0,0.8214912,"Liszt, Franz, Grandes études de Paganini, S.141, sJqQ3CCl5jQ",1517.22146875,1.0,test,1.0,Franz Liszt,Romantic
3646,78054,Liszt,Franz,"Grosse Konzertfantasie über spanische Weisen, S.253",Hungarian,1811,1886,Grosse Konzert-fantaisie über spanische Weisen (Spanish Fantasy) S.253 // FRANZ LISZT,HPBShS8vrnc,0.875,0.56210285,"Liszt, Franz, Grosse Konzertfantasie über spanische Weisen, S.253, HPBShS8vrnc",794.08946875,1.0,train,0.0,Franz Liszt,Romantic
3650,78058,Liszt,Franz,"Harmonies poétiques et religieuses I, S.154",Hungarian,1811,1886,"Liszt - Harmonies poétiques et religieuses, S154 (Dráfi)",Ed-PvqSG8Bs,0.625,0.90796745,"Liszt, Franz, Harmonies poétiques et religieuses I, S.154, Ed-PvqSG8Bs",591.37346875,1.0,train,1.0,Franz Liszt,Romantic
3651,78059,Liszt,Franz,"Harmonies poétiques et religieuses III, S.173",Hungarian,1811,1886,Liszt - Harmonies Poétiques et Religieuses (complete),jJIXU8ZxdA0,0.625,0.764742,"Liszt, Franz, Harmonies poétiques et religieuses III, S.173, jJIXU8ZxdA0",4977.10946875,1.0,train,1.0,Franz Liszt,Romantic
3654,78062,Liszt,Franz,"Heroischer Marsch in ungarischem Stil, S.231",Hungarian,1811,1886,Ferenc Liszt - Heroischer Marsch in ungarischem Stil (MIDI) (Sheet music + piano roll),xzfe6fW-Das,0.75,0.7183403,"Liszt, Franz, Heroischer Marsch in ungarischem Stil, S.231, xzfe6fW-Das",425.12546875,1.0,train,1.0,Franz Liszt,Romantic
3656,78064,Liszt,Franz,"Historische ungarische Bildnisse, S.205",Hungarian,1811,1886,"Historische ungarische Bildnisse, S. 205: No. 1, Széchenyi István",SZFW9MWC27E,0.8333333333333334,0.74664325,"Liszt, Franz, Historische ungarische Bildnisse, S.205, SZFW9MWC27E",195.98546875,1.0,train,0.0,Franz Liszt,Romantic
3660,78068,Liszt,Franz,"Hungarian Rhapsody No.1, S.244/1",Hungarian,1811,1886,"Hungarian Rhapsody No. 1 in C-Sharp Minor, S. 244/1",Ts7nUwUcvYk,0.875,0.89607185,"Liszt, Franz, Hungarian Rhapsody No.1, S.244_1, Ts7nUwUcvYk",865.00946875,1.0,train,0.0,Franz Liszt,Romantic
3661,78069,Liszt,Franz,"Hungarian Rhapsody No.2, S.244/2",Hungarian,1811,1886,Valentina Lisitsa plays Liszt's Hungarian Rhapsody No. 2,LdH1hSWGFGU,0.875,0.6977253,"Liszt, Franz, Hungarian Rhapsody No.2, S.244_2, LdH1hSWGFGU",586.04546875,1.0,train,1.0,Franz Liszt,Romantic
3662,78070,Liszt,Franz,"Hungarian Rhapsody No.3, S.244/3",Hungarian,1811,1886,"Liszt: Hungarian Rhapsody No. 3 in B-flat major, S.244/3 (piano competition)",MbkMd2KnkJA,1.0,0.6075788,"Liszt, Franz, Hungarian Rhapsody No.3, S.244_3, MbkMd2KnkJA",258.51746875,1.0,train,1.0,Franz Liszt,Romantic
3663,78071,Liszt,Franz,"Hungarian Rhapsody No.4, S.244/4",Hungarian,1811,1886,"Franz Liszt - Hungarian Rhapsody No. 4, S.244/4 | Piano Tutorial",YB860I9hMnI,1.0,0.85939807,"Liszt, Franz, Hungarian Rhapsody No.4, S.244_4, YB860I9hMnI",286.92146875,1.0,validation,1.0,Franz Liszt,Romantic
3664,78072,Liszt,Franz,"Hungarian Rhapsody No.5, S.244/5",Hungarian,1811,1886,"Cyprien Katsaris - Liszt: Hungarian Rhapsody No. 5 in E Minor, S. 244 “Héroïde-élégiaque”",M8eCrvD8cp8,1.0,0.9145487,"Liszt, Franz, Hungarian Rhapsody No.5, S.244_5, M8eCrvD8cp8",435.85346875,1.0,test,1.0,Franz Liszt,Romantic
3665,78073,Liszt,Franz,"Hungarian Rhapsody No.6, S.244/6",Hungarian,1811,1886,"Liszt - Hungarian Rhapsody, No. 6, S. 244/6 (Synthesia)",c6Npq0D1p58,1.0,0.8687186,"Liszt, Franz, Hungarian Rhapsody No.6, S.244_6, c6Npq0D1p58",372.56546875,1.0,train,1.0,Franz Liszt,Romantic
3666,78074,Liszt,Franz,"Hungarian Rhapsody No.7, S.244/7",Hungarian,1811,1886,3 Ariadne Antipa   Liszt Hungarian Rhapsody No  7,iIQ_SfPug0s,0.75,0.5867421,"Liszt, Franz, Hungarian Rhapsody No.7, S.244_7, iIQ_SfPug0s",373.21346875,1.0,train,1.0,Franz Liszt,Romantic
3667,78075,Liszt,Franz,"Hungarian Rhapsody No.8, S.244/8",Hungarian,1811,1886,"Hungarian Rhapsody No. 8 in F-Sharp Minor, S. 244/8",wUy7t0OvxeU,0.875,0.8770354,"Liszt, Franz, Hungarian Rhapsody No.8, S.244_8, wUy7t0OvxeU",452.98946875,1.0,train,0.0,Franz Liszt,Romantic
3668,78076,Liszt,Franz,"Hungarian Rhapsody No.9, S.244/9",Hungarian,1811,1886,Hungarian Rhapsody No.9 // LISZT,JZfp5VsyIsc,0.75,0.8406544,"Liszt, Franz, Hungarian Rhapsody No.9, S.244_9, JZfp5VsyIsc",651.38546875,1.0,train,0.0,Franz Liszt,Romantic
3669,78077,Liszt,Franz,"Hungarian Rhapsody No.10, S.244/10",Hungarian,1811,1886,Hungarian Rhapsody No.10 // LISZT,waiaGTWPfLY,0.75,0.8976128,"Liszt, Franz, Hungarian Rhapsody No.10, S.244_10, waiaGTWPfLY",340.41746875,1.0,train,0.0,Franz Liszt,Romantic
3670,78078,Liszt,Franz,"Hungarian Rhapsody No.11, S.244/11",Hungarian,1811,1886,"Ekaterina Vinyarskaya performs Hungarian Rhapsody No.11, S.244/11 by Franz Liszt",CPiox6OKchg,1.0,0.85519856,"Liszt, Franz, Hungarian Rhapsody No.11, S.244_11, CPiox6OKchg",314.20946875,1.0,train,1.0,Franz Liszt,Romantic
3671,78079,Liszt,Franz,"Hungarian Rhapsody No.12, S.244/12",Hungarian,1811,1886,"LISZT Hungarian Rhapsody No. 12 in C-sharp minor S. 244/12 - ""The President's Own"" U.S. Marine Band",xAoLsWMKIx8,1.0,0.77828044,"Liszt, Franz, Hungarian Rhapsody No.12, S.244_12, xAoLsWMKIx8",638.89346875,1.0,train,0.0,Franz Liszt,Romantic
3672,78080,Liszt,Franz,"Hungarian Rhapsody No.13, S.244/13",Hungarian,1811,1886,"Hungarian Rhapsody No. 13, S. 244/13",5qrH8_8OFqg,0.875,0.83594793,"Liszt, Franz, Hungarian Rhapsody No.13, S.244_13, 5qrH8_8OFqg",509.43746875,1.0,train,0.0,Franz Liszt,Romantic
3673,78081,Liszt,Franz,"Hungarian Rhapsody No.14, S.244/14",Hungarian,1811,1886,Hungarian Rhapsody No. 14 - for solo piano S.244:14 (XIV. magyar rapszódia),ts2YRBzGF5k,0.875,0.79248065,"Liszt, Franz, Hungarian Rhapsody No.14, S.244_14, ts2YRBzGF5k",728.60546875,1.0,validation,0.0,Franz Liszt,Romantic
3674,78082,Liszt,Franz,"Hungarian Rhapsody No.15, S.244/15",Hungarian,1811,1886,"Liszt - Hungarian Rhapsody no. 15 ""Rákóczi March"" S.244/15 (Synthesia)",m6U1znXPvOQ,1.0,0.87456036,"Liszt, Franz, Hungarian Rhapsody No.15, S.244_15, m6U1znXPvOQ",365.25746875,1.0,test,1.0,Franz Liszt,Romantic
3675,78083,Liszt,Franz,"Hungarian Rhapsody No.16, S.244/16",Hungarian,1811,1886,"Hungarian Rhapsody No. 16 in A Minor, S.244/16",iUVKHH4Ab30,0.875,0.8553303,"Liszt, Franz, Hungarian Rhapsody No.16, S.244_16, iUVKHH4Ab30",298.11746875,1.0,train,0.0,Franz Liszt,Romantic
3676,78084,Liszt,Franz,"Hungarian Rhapsody No.17, S.244/17",Hungarian,1811,1886,Franz Liszt - Hungarian Rhapsody No.17 in D minor S.244/17,UmHTLJWKcVs,1.0,0.69889337,"Liszt, Franz, Hungarian Rhapsody No.17, S.244_17, UmHTLJWKcVs",172.00946875,1.0,train,1.0,Franz Liszt,Romantic
3677,78085,Liszt,Franz,"Hungarian Rhapsody No.18, S.244/18",Hungarian,1811,1886,"Hungarian Rhapsody No. 18 in F-Sharp Minor, S.244/18",T70mt4xsfHY,0.875,0.8906981,"Liszt, Franz, Hungarian Rhapsody No.18, S.244_18, T70mt4xsfHY",184.21346875,1.0,train,0.0,Franz Liszt,Romantic
3678,78086,Liszt,Franz,"Hungarian Rhapsody No.19, S.244/19",Hungarian,1811,1886,Franz Liszt - Hungarian Rhapsody No. 19 in D minor,zUeEJn2aezk,0.75,0.84064364,"Liszt, Franz, Hungarian Rhapsody No.19, S.244_19, zUeEJn2aezk",604.69346875,1.0,train,1.0,Franz Liszt,Romantic
3680,78088,Liszt,Franz,"Hussitenlied, S.234",Hungarian,1811,1886,Hussitenlied S.234 - Franz Liszt | •DevilSynthesia•,M2V4DEbZcMs,1.0,0.6806761,"Liszt, Franz, Hussitenlied, S.234, M2V4DEbZcMs",354.92546875,1.0,train,1.0,Franz Liszt,Romantic
3682,78090,Liszt,Franz,"Hymne de la nuit, S.173a/1",Hungarian,1811,1886,"Hymne de la Nuit, S. 173a/1, R.deest (14)",J02tIssQP0s,0.875,0.96601856,"Liszt, Franz, Hymne de la nuit, S.173a_1, J02tIssQP0s",419.61746875,1.0,train,0.0,Franz Liszt,Romantic
3683,78091,Liszt,Franz,"Hymne du matin, S.173a/2",Hungarian,1811,1886,"Hymne du Matin, S. 173a/2, R.deest (14)",tKhz7Llq7cI,0.8571428571428571,0.8271508,"Liszt, Franz, Hymne du matin, S.173a_2, tKhz7Llq7cI",232.66946875,1.0,train,0.0,Franz Liszt,Romantic
